Set,Player1_Sets,Player2_Sets,Game,Player1_Game,Player2_Game,Tiebreak,Player1_Score,Player2_Score,Point,Stroke_Number,Point_Winner,Player,Serving,BP,SP,Shot_Side,Shot_Type,X,Y,X2,Y2,Outcome,Remarks,Serve_Speed
1,0,0,1,0,0,0,0,0,1,0,-,Player1,1,0,0,FH,1st Serve,1.5,-12,-1.4,7.2,Fault,,194
1,0,0,1,0,0,0,0,0,1,1,-,Player1,1,0,0,FH,2nd Serve,1.5,-11.9,-3.9,5.93,In-Play,,135
1,0,0,1,0,0,0,0,0,1,2,-,Player2,1,0,0,BH,Topspin,-7,13.7,-0.1,-10.7,In-Play,,
1,0,0,1,0,0,0,0,0,1,3,-,Player1,1,0,0,FH,Topspin,0.8,-12,0.1,8.1,In-Play,,
1,0,0,1,0,0,0,0,0,1,4,-,Player2,1,0,0,FH,Topspin,0.1,13.7,-3.3,-9.4,In-Play,,
1,0,0,1,0,0,0,0,0,1,5,-,Player1,1,0,0,BH,Topspin,-3.9,-13.9,-1,7.1,In-Play,,
1,0,0,1,0,0,0,0,0,1,6,1,Player2,1,0,0,FH,Topspin,-0.7,7.7,3.6,-13,Unforced-Error,,
1,0,0,1,0,0,0,15,0,2,1,-,Player1,1,0,0,FH,1st Serve,-1.2,-11.5,2.9,5,In-Play,,189
1,0,0,1,0,0,0,15,0,2,2,-,Player2,1,0,0,FH,Topspin,4.7,14.2,-1.3,-7.9,In-Play,,
1,0,0,1,0,0,0,15,0,2,3,-,Player1,1,0,0,FH,Topspin,-2.2,-9.4,-1.9,8.1,In-Play,,
1,0,0,1,0,0,0,15,0,2,4,-,Player2,1,0,0,BH,Topspin,-2.3,13.6,1.6,-11.5,In-Play,,
1,0,0,1,0,0,0,15,0,2,5,-,Player1,1,0,0,FH,Topspin,1.7,-13.4,-1.5,5.2,In-Play,,
1,0,0,1,0,0,0,15,0,2,6,-,Player2,1,0,0,BH,Topspin,-2.4,11.4,2.7,-9.8,In-Play,,
1,0,0,1,0,0,0,15,0,2,7,-,Player1,1,0,0,FH,Topspin,3.2,-12.9,1.8,7.4,In-Play,,
1,0,0,1,0,0,0,15,0,2,8,-,Player2,1,0,0,FH,Topspin,1.7,13.3,-2.9,-4.8,In-Play,,
1,0,0,1,0,0,0,15,0,2,9,-,Player1,1,0,0,BH,Slice,-5,-11.2,-2.7,10.3,In-Play,,
1,0,0,1,0,0,0,15,0,2,10,-,Player2,1,0,0,FH,Topspin,-2.8,11.7,-2.6,-11.8,In-Play,,
1,0,0,1,0,0,0,15,0,2,11,-,Player1,1,0,0,BH,Topspin,-2.6,-13.6,1.1,9.4,In-Play,,
1,0,0,1,0,0,0,15,0,2,12,-,Player2,1,0,0,FH,Topspin,1.6,12.9,-3.7,-10.3,In-Play,,
1,0,0,1,0,0,0,15,0,2,13,-,Player1,1,0,0,BH,Topspin,-6.8,-14,1.8,10.5,In-Play,,
1,0,0,1,0,0,0,15,0,2,14,-,Player2,1,0,0,FH,Topspin,2.9,13.2,2.4,-11.4,In-Play,,
1,0,0,1,0,0,0,15,0,2,15,-,Player1,1,0,0,FH,Slice,2,-13.6,-4.2,11.1,In-Play,,
1,0,0,1,0,0,0,15,0,2,16,-,Player2,1,0,0,BH,Topspin,-4.9,13.5,-1.3,-9.6,In-Play,,
1,0,0,1,0,0,0,15,0,2,17,-,Player1,1,0,0,BH,Topspin,-0.7,-10.3,0.6,3.1,In-Play,,
1,0,0,1,0,0,0,15,0,2,18,-,Player2,1,0,0,FH,Topspin,1,9.4,2.2,-6.2,In-Play,,
1,0,0,1,0,0,0,15,0,2,19,-,Player1,1,0,0,FH,Topspin,3,-13.9,-2,5.4,In-Play,,
1,0,0,1,0,0,0,15,0,2,20,-,Player2,1,0,0,BH,Topspin,-3.5,11.1,-3.2,-10,In-Play,,
1,0,0,1,0,0,0,15,0,2,21,-,Player1,1,0,0,BH,Slice,-3.4,-14.3,-3.1,11.9,In-Play,,
1,0,0,1,0,0,0,15,0,2,22,-,Player2,1,0,0,FH,Topspin,-3,13.9,2.6,-5.2,In-Play,,
1,0,0,1,0,0,0,15,0,2,23,2,Player1,1,0,0,FH,Topspin,6,-13.9,4.8,-0.1,Forced-Error,,
1,0,0,1,0,0,0,15,15,3,1,-,Player1,1,0,0,FH,1st Serve,1.4,-11.7,-0.6,4.5,In-Play,,197
1,0,0,1,0,0,0,15,15,3,2,-,Player2,1,0,0,FH,Topspin,-0.7,15.1,-0.7,-6.3,In-Play,,
1,0,0,1,0,0,0,15,15,3,3,1,Player1,1,0,0,FH,Topspin,-0.7,-8.4,1.7,10.8,Winner,,
1,0,0,1,0,0,0,30,15,4,4,-,Player1,1,0,0,FH,1st Serve,-0.8,-11.8,0.6,3.9,In-Play,,187
1,0,0,1,0,0,0,30,15,4,5,-,Player2,1,0,0,BH,Topspin,1.1,13.8,-2.1,-9.5,In-Play,,
1,0,0,1,0,0,0,30,15,4,6,-,Player1,1,0,0,FH,Topspin,-2.3,-12,1.6,8.1,In-Play,,
1,0,0,1,0,0,0,30,15,4,7,-,Player2,1,0,0,FH,Topspin,2.1,13.5,2.2,-11.3,In-Play,,
1,0,0,1,0,0,0,30,15,4,8,-,Player1,1,0,0,FH,Topspin,2.3,-13.4,-2.9,9.9,In-Play,,
1,0,0,1,0,0,0,30,15,4,9,-,Player2,1,0,0,BH,Topspin,-3.1,13.1,-3.9,-9,In-Play,,
1,0,0,1,0,0,0,30,15,4,10,-,Player1,1,0,0,BH,Slice,-4.3,-14.9,-1,10.2,In-Play,,
1,0,0,1,0,0,0,30,15,4,11,2,Player2,1,0,0,FH,Topspin,-0.7,11.9,2.2,-8.1,Winner,,
1,0,0,1,0,0,0,30,30,5,1,-,Player1,1,0,0,FH,1st Serve,1.7,-12.1,-3.7,4.1,In-Play,,161
1,0,0,1,0,0,0,30,30,5,2,1,Player2,1,0,0,BH,Topspin,-7.4,14.9,0.1,0.1,Forced-Error,,
1,0,0,1,0,0,0,40,30,6,1,-,Player1,1,0,0,FH,1st Serve,-1.3,-12.3,0.9,4.7,In-Play,,178
1,0,0,1,0,0,0,40,30,6,2,-,Player2,1,0,0,BH,Topspin,0.8,14.1,1,-3.4,In-Play,,
1,0,0,1,0,0,0,40,30,6,3,-,Player1,1,0,0,FH,Topspin,1.1,-9.7,-1.9,7.8,In-Play,,
1,0,0,1,0,0,0,40,30,6,4,-,Player2,1,0,0,BH,Topspin,-4,13.8,-3.1,-8.1,In-Play,,
1,0,0,1,0,0,0,40,30,6,5,-,Player1,1,0,0,BH,Topspin,-3.2,-10.8,1.3,7.1,In-Play,,
1,0,0,1,0,0,0,40,30,6,6,-,Player2,1,0,0,FH,Topspin,2,12.6,-2.7,-10.8,In-Play,,
1,0,0,1,0,0,0,40,30,6,7,-,Player1,1,0,0,BH,Topspin,-3.3,-13.2,-1.9,11.03,In-Play,,
1,0,0,1,0,0,0,40,30,6,8,-,Player2,1,0,0,FH,Topspin,-2.3,12.6,-2.4,-10.3,In-Play,,
1,0,0,1,0,0,0,40,30,6,9,-,Player1,1,0,0,BH,Topspin,-2.9,-13.1,0.1,9,In-Play,,
1,0,0,1,0,0,0,40,30,6,10,-,Player2,1,0,0,FH,Topspin,-0.2,12.6,2.1,-11.4,In-Play,,
1,0,0,1,0,0,0,40,30,6,11,-,Player1,1,0,0,FH,Topspin,2.2,-13.4,-2,9.5,In-Play,,
1,0,0,1,0,0,0,40,30,6,12,-,Player2,1,0,0,BH,Topspin,-3.1,11.1,-3.1,-5.8,In-Play,,
1,0,0,1,0,0,0,40,30,6,13,-,Player1,1,0,0,BH,Topspin,-3.2,-14.2,0.9,7.6,In-Play,,
1,0,0,1,0,0,0,40,30,6,14,2,Player2,1,0,0,FH,Topspin,1.1,12.4,-3,-4.9,Winner,,
1,0,0,1,0,0,0,40,40,7,0,-,Player1,1,0,0,FH,1st Serve,1.5,-11.9,-0.6,6.7,Fault,,201
1,0,0,1,0,0,0,40,40,7,1,-,Player1,1,0,0,FH,2nd Serve,1.6,-11.9,-2.4,2.1,In-Play,,134
1,0,0,1,0,0,0,40,40,7,2,-,Player2,1,0,0,BH,Topspin,-4.7,14,-3.9,-6.2,In-Play,,
1,0,0,1,0,0,0,40,40,7,3,-,Player1,1,0,0,BH,Topspin,-3.9,-13.5,1,8.4,In-Play,,
1,0,0,1,0,0,0,40,40,7,4,-,Player2,1,0,0,FH,Topspin,1.6,12.6,2.4,-7.1,In-Play,,
1,0,0,1,0,0,0,40,40,7,5,-,Player1,1,0,0,FH,Topspin,3,-14,-2.3,5.5,In-Play,,
1,0,0,1,0,0,0,40,40,7,6,-,Player2,1,0,0,BH,Drop-Shot,-3.1,11.7,-2.5,-4.9,In-Play,,
1,0,0,1,0,0,0,40,40,7,7,-,Player1,1,0,0,BH,Topspin,-2.7,-4.3,1.8,6.1,In-Play,,
1,0,0,1,0,0,0,40,40,7,8,2,Player2,1,0,0,FH,Topspin,3.3,9.5,2.9,-9.4,Winner,Passing,
1,0,0,1,0,0,0,40,A,8,0,-,Player1,1,1,0,FH,1st Serve,-1.1,-11.6,0.8,6.9,Fault,,189
1,0,0,1,0,0,0,40,A,8,1,-,Player1,1,1,0,FH,2nd Serve,-1,-11.8,0.9,4.8,In-Play,,145
1,0,0,1,0,0,0,40,A,8,2,-,Player2,1,1,0,BH,Topspin,1.5,13.7,-0.7,-5.2,In-Play,,
1,0,0,1,0,0,0,40,A,8,3,-,Player1,1,1,0,FH,Topspin,-1.2,-11.1,2.9,8.9,In-Play,,
1,0,0,1,0,0,0,40,A,8,4,-,Player2,1,1,0,FH,Topspin,4.1,14.1,-2.1,-5.9,In-Play,,
1,0,0,1,0,0,0,40,A,8,5,-,Player1,1,1,0,BH,Topspin,-3.9,-10.7,-1.8,5.8,In-Play,,
1,0,0,1,0,0,0,40,A,8,6,-,Player2,1,1,0,BH,Topspin,-1.8,12.7,1.2,-7.6,In-Play,,
1,0,0,1,0,0,0,40,A,8,7,-,Player1,1,1,0,FH,Topspin,1.5,-12.3,2.4,10.6,In-Play,,
1,0,0,1,0,0,0,40,A,8,8,-,Player2,1,1,0,FH,Topspin,2.5,13.7,-3.4,-9.4,In-Play,,
1,0,0,1,0,0,0,40,A,8,9,-,Player1,1,1,0,BH,Topspin,-5,-11.5,1.7,6.2,In-Play,,
1,0,0,1,0,0,0,40,A,8,10,-,Player2,1,1,0,FH,Topspin,3.7,11.8,-2.1,-10.5,In-Play,,
1,0,0,1,0,0,0,40,A,8,11,-,Player1,1,1,0,BH,Topspin,-3,-13.6,-2.3,10.8,In-Play,,
1,0,0,1,0,0,0,40,A,8,12,-,Player2,1,1,0,BH,Topspin,-2.2,13.1,-2.9,-9.6,In-Play,,
1,0,0,1,0,0,0,40,A,8,13,-,Player1,1,1,0,BH,Drop-Shot,-3.2,-13,-2.8,1.3,In-Play,,
1,0,0,1,0,0,0,40,A,8,14,-,Player2,1,1,0,BH,Drop-Shot,-3.2,1.2,-3.1,-7.5,In-Play,,
1,0,0,1,0,0,0,40,A,8,15,-,Player1,1,1,0,BH,Lob Volley,-3.1,-8.1,-3.4,7.5,In-Play,,
1,0,0,1,0,0,0,40,A,8,16,1,Player2,1,1,0,BH,Overhead,-2.7,8.1,6,0.9,Forced-Error,,
1,0,0,1,0,0,0,40,40,9,0,-,Player1,1,0,0,FH,1st Serve,1.3,-11.8,-0.3,-0.3,Fault,,195
1,0,0,1,0,0,0,40,40,9,1,-,Player1,1,0,0,FH,2nd Serve,1.4,-11.8,-2.1,2.5,In-Play,,139
1,0,0,1,0,0,0,40,40,9,2,-,Player2,1,0,0,BH,Topspin,-4.6,13.9,-0.9,-7.4,In-Play,,
1,0,0,1,0,0,0,40,40,9,3,-,Player1,1,0,0,FH,Topspin,0.1,-11.9,1.7,8.7,In-Play,,
1,0,0,1,0,0,0,40,40,9,4,-,Player2,1,0,0,FH,Topspin,2,14,-2.6,-5.3,In-Play,,
1,0,0,1,0,0,0,40,40,9,5,2,Player1,1,0,0,BH,Topspin,-4.6,-11.8,-1.7,12.3,Unforced-Error,,
1,0,0,1,0,0,0,40,A,10,0,-,Player1,1,0,0,FH,1st Serve,-0.9,-11.8,0.8,6.9,Fault,,185
1,0,0,1,0,0,0,40,A,10,1,-,Player1,1,0,0,FH,2nd Serve,-0.9,-11.9,0.7,3.7,In-Play,,143
1,0,0,1,0,0,0,40,A,10,2,-,Player2,1,0,0,BH,Topspin,0.9,13.9,-2.1,-9.3,In-Play,,
1,0,0,1,0,0,0,40,A,10,3,-,Player1,1,0,0,BH,Topspin,-3,-12.9,3.5,8.9,In-Play,,
1,0,0,1,0,0,0,40,A,10,4,-,Player2,1,0,0,FH,Topspin,5.7,14,-1.3,-5.74,In-Play,,
1,0,0,1,0,0,0,40,A,10,5,-,Player1,1,0,0,BH,Topspin,-3,-10.8,-3.1,10.7,In-Play,,
1,0,0,1,0,0,0,40,A,10,6,1,Player2,1,0,0,BH,Slice,-4.5,11.5,-3.8,-14.4,Forced-Error,,
1,0,0,1,0,0,0,40,40,11,1,-,Player1,1,0,0,FH,1st Serve,1.2,-12,-0.9,5,In-Play,,199
1,0,0,1,0,0,0,40,40,11,2,-,Player2,1,0,0,FH,Topspin,-2.3,14.5,-1.4,-7.55,In-Play,,
1,0,0,1,0,0,0,40,40,11,3,-,Player1,1,0,0,FH,Topspin,-1.4,-11.9,-4.1,5.7,In-Play,,
1,0,0,1,0,0,0,40,40,11,4,-,Player2,1,0,0,BH,Topspin,-6,13.7,1.8,-6,In-Play,,
1,0,0,1,0,0,0,40,40,11,5,-,Player1,1,0,0,FH,Topspin,4.3,-11,0.7,3.3,In-Play,,
1,0,0,1,0,0,0,40,40,11,6,-,Player2,1,0,0,FH,Topspin,-0.4,12.1,-2.2,-7.5,In-Play,,
1,0,0,1,0,0,0,40,40,11,7,-,Player1,1,0,0,BH,Topspin,-3.2,-13.8,1.2,9.1,In-Play,,
1,0,0,1,0,0,0,40,40,11,8,-,Player2,1,0,0,FH,Topspin,1.6,12.7,2.5,-10.8,In-Play,,
1,0,0,1,0,0,0,40,40,11,9,2,Player1,1,0,0,FH,Topspin,3.5,-14.2,-1,-0.2,Forced-Error,,
1,0,0,1,0,0,0,40,A,12,0,-,Player1,1,1,0,FH,1st Serve,-1.2,-11.7,3.3,6.8,Fault,,195
1,0,0,1,0,0,0,40,A,12,1,-,Player1,1,1,0,FH,2nd Serve,-1.3,-11.9,1.2,4.9,In-Play,,148
1,0,0,1,0,0,0,40,A,12,2,-,Player2,1,1,0,FH,Topspin,1.8,14.3,-3.5,-10.5,In-Play,,
1,0,0,1,0,0,0,40,A,12,3,2,Player1,1,1,0,BH,Topspin,-4.8,-12.3,-1.2,-0.1,Forced-Error,,
1,0,0,2,0,1,0,0,0,13,1,-,Player2,2,0,0,FH,1st Serve,0.3,-11.6,-0.7,5.1,In-Play,,187
1,0,0,2,0,1,0,0,0,13,2,-,Player1,2,0,0,BH,Topspin,-0.9,14.1,-0.6,-9.7,In-Play,,
1,0,0,2,0,1,0,0,0,13,3,-,Player2,2,0,0,FH,Topspin,-0.8,-12.2,2.4,10.4,In-Play,,
1,0,0,2,0,1,0,0,0,13,4,-,Player1,2,0,0,BH,Topspin,3.7,14,1.1,-9.4,In-Play,,
1,0,0,2,0,1,0,0,0,13,5,-,Player2,2,0,0,FH,Topspin,0.1,-13.7,2.8,4,In-Play,,
1,0,0,2,0,1,0,0,0,13,6,-,Player1,2,0,0,BH,Topspin,4.6,13.1,-3.1,-10.3,In-Play,,
1,0,0,2,0,1,0,0,0,13,7,1,Player2,2,0,0,FH,Topspin,-4.3,-13,1.9,12.6,Forced-Error,,
1,0,0,2,0,1,0,15,0,14,1,-,Player2,2,0,0,FH,1st Serve,-0.8,-11.8,0.8,5.5,In-Play,,195
1,0,0,2,0,1,0,15,0,14,2,-,Player1,2,0,0,FH,Topspin,1.2,14.6,1.8,-3.7,In-Play,,
1,0,0,2,0,1,0,15,0,14,3,2,Player2,2,0,0,FH,Topspin,2.4,-6.3,2.6,10.2,Winner,,
1,0,0,2,0,1,0,15,15,15,1,2,Player2,2,0,0,FH,1st Serve,0.3,-11.9,-3.6,5.7,Winner,,189
1,0,0,2,0,1,0,15,30,16,0,-,Player2,2,0,0,FH,1st Serve,-0.7,-12,-0.3,5.2,Fault,,193
1,0,0,2,0,1,0,15,30,16,1,-,Player2,2,0,0,FH,2nd Serve,-0.9,-11.9,1.9,4.2,In-Play,,163
1,0,0,2,0,1,0,15,30,16,2,-,Player1,2,0,0,BH,Topspin,3.9,11.7,-1.3,-11,In-Play,,
1,0,0,2,0,1,0,15,30,16,3,-,Player2,2,0,0,FH,Topspin,-1.2,-12.7,-0.5,7.8,In-Play,,
1,0,0,2,0,1,0,15,30,16,4,-,Player1,2,0,0,FH,Topspin,0.3,12.8,-3.1,-9.5,In-Play,,
1,0,0,2,0,1,0,15,30,16,5,1,Player2,2,0,0,FH,Topspin,-3.8,-11.2,2.4,13,Forced-Error,,
1,0,0,2,0,1,0,30,30,17,0,-,Player2,2,0,0,FH,1st Serve,0.5,-11.7,-0.4,-0.1,Fault,,175
1,0,0,2,0,1,0,30,30,17,1,-,Player2,2,0,0,FH,2nd Serve,0.3,-12,-1.2,5.5,In-Play,,147
1,0,0,2,0,1,0,30,30,17,2,-,Player1,2,0,0,FH,Topspin,-1.8,14.3,-1.5,-4.7,In-Play,,
1,0,0,2,0,1,0,30,30,17,3,-,Player2,2,0,0,FH,Topspin,-0.8,-12.7,2.7,7.1,In-Play,,
1,0,0,2,0,1,0,30,30,17,4,-,Player1,2,0,0,BH,Topspin,4.5,13.4,2.6,-10.2,In-Play,,
1,0,0,2,0,1,0,30,30,17,5,-,Player2,2,0,0,BH,Topspin,2.6,-13.1,-1.8,7.2,In-Play,,
1,0,0,2,0,1,0,30,30,17,6,-,Player1,2,0,0,FH,Topspin,-2.8,12.7,2,-5.6,In-Play,,
1,0,0,2,0,1,0,30,30,17,7,2,Player2,2,0,0,BH,Topspin,4.1,-10.9,3.6,11.8,Winner,,
1,0,0,2,0,1,0,30,40,18,1,-,Player2,2,0,0,FH,1st Serve,-1.2,-11.9,2.7,4.8,In-Play,,174
1,0,0,2,0,1,0,30,40,18,2,-,Player1,2,0,0,BH,Topspin,5,13.5,0.1,-7.5,In-Play,,
1,0,0,2,0,1,0,30,40,18,3,-,Player2,2,0,0,FH,Topspin,-1.2,-11.5,-2.1,7.1,In-Play,,
1,0,0,2,0,1,0,30,40,18,4,-,Player1,2,0,0,FH,Topspin,-2.1,14,1.3,-7.6,In-Play,,
1,0,0,2,0,1,0,30,40,18,5,-,Player2,2,0,0,BH,Topspin,2.6,-12.5,2.9,7.4,In-Play,,
1,0,0,2,0,1,0,30,40,18,6,-,Player1,2,0,0,BH,Topspin,2.8,13.1,-0.9,-10.5,In-Play,,
1,0,0,2,0,1,0,30,40,18,7,-,Player2,2,0,0,FH,Topspin,-1.5,-14.2,2.6,7.5,In-Play,,
1,0,0,2,0,1,0,30,40,18,8,-,Player1,2,0,0,BH,Drop-Shot,4.3,13.2,1.6,-0.89,In-Play,,
1,0,0,2,0,1,0,30,40,18,9,2,Player2,2,0,0,BH,Topspin,1.7,-2.1,1.7,9.1,Winner,,
1,0,0,3,0,2,0,0,0,19,0,-,Player1,1,0,0,FH,1st Serve,-0.9,11.7,0.9,-7.5,Fault,,193
1,0,0,3,0,2,0,0,0,19,1,-,Player1,1,0,0,FH,2nd Serve,-0.8,12,2.6,-5,In-Play,,139
1,0,0,3,0,2,0,0,0,19,2,-,Player2,1,0,0,BH,Topspin,5.5,-13.7,0.9,10.37,In-Play,,
1,0,0,3,0,2,0,0,0,19,3,-,Player1,1,0,0,BH,Topspin,0.8,12.1,-1.3,-5.8,In-Play,,
1,0,0,3,0,2,0,0,0,19,4,1,Player2,1,0,0,FH,Topspin,-1.7,-11.9,-4.5,10.8,Unforced-Error,,
1,0,0,3,0,2,0,15,0,20,1,-,Player1,1,0,0,FH,1st Serve,0.7,11.8,-3.6,-5.4,In-Play,,194
1,0,0,3,0,2,0,15,0,20,2,-,Player2,1,0,0,FH,Topspin,-6.8,-14.8,-0.7,5,In-Play,,
1,0,0,3,0,2,0,15,0,20,3,1,Player1,1,0,0,FH,Topspin,1.1,10.9,2.6,-8.6,Winner,,
1,0,0,3,0,2,0,30,0,21,1,-,Player1,1,0,0,FH,1st Serve,-0.7,11.9,0.6,-5.7,In-Play,,191
1,0,0,3,0,2,0,30,0,21,2,-,Player2,1,0,0,FH,Topspin,1.5,-15.2,1,5.7,In-Play,,
1,0,0,3,0,2,0,30,0,21,3,1,Player1,1,0,0,FH,Topspin,1.2,10.2,-2.5,-9.9,Winner,,
1,0,0,3,0,2,0,40,0,22,1,1,Player1,1,0,0,FH,1st Serve,0.5,11.4,-3.4,-5.4,Winner,,194
1,0,0,4,1,2,0,0,0,23,0,-,Player2,2,0,0,FH,1st Serve,-0.1,12,2.1,0,Fault,,178
1,0,0,4,1,2,0,0,0,23,1,-,Player2,2,0,0,FH,2nd Serve,-0.5,12,1,-4.7,In-Play,,150
1,0,0,4,1,2,0,0,0,23,2,-,Player1,2,0,0,BH,Topspin,1.3,-12.6,-0.7,5,In-Play,,
1,0,0,4,1,2,0,0,0,23,3,-,Player2,2,0,0,BH,Topspin,-1.2,12.2,3.2,-9.9,In-Play,,
1,0,0,4,1,2,0,0,0,23,4,-,Player1,2,0,0,FH,Topspin,4.4,-12.7,-0.3,9,In-Play,,
1,0,0,4,1,2,0,0,0,23,5,-,Player2,2,0,0,FH,Topspin,-1.5,12.7,-2.3,-7,In-Play,,
1,0,0,4,1,2,0,0,0,23,6,-,Player1,2,0,0,BH,Topspin,-3,-12.9,1.1,8,In-Play,,
1,0,0,4,1,2,0,0,0,23,7,-,Player2,2,0,0,FH,Topspin,1.2,12.9,-2.7,-7.3,In-Play,,
1,0,0,4,1,2,0,0,0,23,8,-,Player1,2,0,0,BH,Topspin,-4.9,-12.6,-1.3,6.4,In-Play,,
1,0,0,4,1,2,0,0,0,23,9,-,Player2,2,0,0,BH,Topspin,-0.2,11.4,2.1,-9,In-Play,,
1,0,0,4,1,2,0,0,0,23,10,-,Player1,2,0,0,FH,Slice,4.8,-13.5,-1.9,7.7,In-Play,,
1,0,0,4,1,2,0,0,0,23,11,-,Player2,2,0,0,FH,Topspin,-3.1,10.8,-2.7,-7.5,In-Play,,
1,0,0,4,1,2,0,0,0,23,12,-,Player1,2,0,0,BH,Topspin,-3.6,-13.6,1.6,8.1,In-Play,,
1,0,0,4,1,2,0,0,0,23,13,-,Player2,2,0,0,FH,Topspin,2.7,12.1,-3.3,-5.4,In-Play,,
1,0,0,4,1,2,0,0,0,23,14,-,Player1,2,0,0,BH,Topspin,-5.4,-11.9,-2.4,10.2,In-Play,,
1,0,0,4,1,2,0,0,0,23,15,-,Player2,2,0,0,BH,Topspin,-2.6,12.2,2.3,-9.2,In-Play,,
1,0,0,4,1,2,0,0,0,23,16,-,Player1,2,0,0,FH,Topspin,4.2,-13.5,-3.5,10.7,In-Play,,
1,0,0,4,1,2,0,0,0,23,17,-,Player2,2,0,0,BH,Topspin,-4.1,13,0.1,-8.1,In-Play,,
1,0,0,4,1,2,0,0,0,23,18,-,Player1,2,0,0,FH,Topspin,1,-12,-3.3,9,In-Play,,
1,0,0,4,1,2,0,0,0,23,19,-,Player2,2,0,0,BH,Slice,-5.6,13.4,-2.3,-11.5,In-Play,,
1,0,0,4,1,2,0,0,0,23,20,-,Player1,2,0,0,BH,Topspin,-2.4,-12.7,-1.8,9.8,In-Play,,
1,0,0,4,1,2,0,0,0,23,21,-,Player2,2,0,0,BH,Topspin,-2.1,13.1,-3.2,-7.9,In-Play,,
1,0,0,4,1,2,0,0,0,23,22,2,Player1,2,0,0,BH,Topspin,-4,-12.7,4.5,8.7,Unforced-Error,,
1,0,0,4,1,2,0,0,15,24,1,-,Player2,2,0,0,FH,1st Serve,1.2,12,-3.2,-5.3,In-Play,,170
1,0,0,4,1,2,0,0,15,24,2,-,Player1,2,0,0,BH,Topspin,-6,-13.6,1.3,10.5,In-Play,,
1,0,0,4,1,2,0,0,15,24,3,-,Player2,2,0,0,FH,Topspin,2.2,12.6,-2.3,-5.7,In-Play,,
1,0,0,4,1,2,0,0,15,24,4,-,Player1,2,0,0,BH,Topspin,-5.3,-11.1,-2.4,11,In-Play,,
1,0,0,4,1,2,0,0,15,24,5,-,Player2,2,0,0,BH,Topspin,-2.2,13,3.6,-5.4,In-Play,,
1,0,0,4,1,2,0,0,15,24,6,-,Player1,2,0,0,FH,Topspin,6.4,-13.3,2.6,7,In-Play,,
1,0,0,4,1,2,0,0,15,24,7,-,Player2,2,0,0,FH,Topspin,1.9,12.7,-3.1,-9.8,In-Play,,
1,0,0,4,1,2,0,0,15,24,8,-,Player1,2,0,0,BH,Topspin,-4.6,-13.9,-1.6,7.5,In-Play,,
1,0,0,4,1,2,0,0,15,24,9,-,Player2,2,0,0,FH,Topspin,-1.7,12.1,2.2,-7.5,In-Play,,
1,0,0,4,1,2,0,0,15,24,10,-,Player1,2,0,0,FH,Topspin,4.3,-13.9,-1.8,7.5,In-Play,,
1,0,0,4,1,2,0,0,15,24,11,-,Player2,2,0,0,BH,Topspin,-3,12,-2.7,-9.3,In-Play,,
1,0,0,4,1,2,0,0,15,24,12,1,Player1,2,0,0,BH,Topspin,-2.9,-12,-3.7,11.1,Winner,,
1,0,0,4,1,2,0,15,15,25,1,-,Player2,2,0,0,FH,1st Serve,-0.2,11.9,0.8,-6.1,In-Play,,191
1,0,0,4,1,2,0,15,15,25,2,-,Player1,2,0,0,BH,Topspin,1.8,-14.3,-1.9,6.3,In-Play,,
1,0,0,4,1,2,0,15,15,25,3,-,Player2,2,0,0,BH,Topspin,-2.4,11.2,-1,-8.2,In-Play,,
1,0,0,4,1,2,0,15,15,25,4,-,Player1,2,0,0,FH,Topspin,-0.7,-13.1,1.9,7.17,In-Play,,
1,0,0,4,1,2,0,15,15,25,5,1,Player2,2,0,0,FH,Topspin,2.4,14.2,-1.9,0.2,Forced-Error,,
1,0,0,4,1,2,0,30,15,26,0,-,Player2,2,0,0,FH,1st Serve,0.9,11.7,-1.6,-7.5,Fault,,188
1,0,0,4,1,2,0,30,15,26,1,-,Player2,2,0,0,FH,2nd Serve,0.4,11.7,-2,-4.5,In-Play,,152
1,0,0,4,1,2,0,30,15,26,2,-,Player1,2,0,0,FH,Topspin,-3.6,-11.1,2.5,7,In-Play,,
1,0,0,4,1,2,0,30,15,26,3,1,Player2,2,0,0,FH,Topspin,4.6,12.2,2.8,-0.1,Forced-Error,,
1,0,0,4,1,2,0,40,15,27,1,-,Player2,2,1,0,FH,1st Serve,-0.1,11.8,3.1,-5.7,In-Play,,186
1,0,0,4,1,2,0,40,15,27,2,-,Player1,2,1,0,FH,Topspin,5.6,-13.6,-1.2,9.9,In-Play,,
1,0,0,4,1,2,0,40,15,27,3,-,Player2,2,1,0,FH,Topspin,-1.5,11.7,-1,-5.4,In-Play,,
1,0,0,4,1,2,0,40,15,27,4,2,Player1,2,1,0,BH,Slice,-0.7,-12.3,-0.8,13.2,Unforced-Error,,
1,0,0,4,1,2,0,40,30,28,1,-,Player2,2,1,0,FH,1st Serve,1,11.7,-3.5,-5.4,In-Play,,174
1,0,0,4,1,2,0,40,30,28,2,-,Player1,2,1,0,BH,Topspin,-7.2,-13.4,1.7,10.2,In-Play,,
1,0,0,4,1,2,0,40,30,28,3,-,Player2,2,1,0,FH,Topspin,3.1,13,2.7,-7.8,In-Play,,
1,0,0,4,1,2,0,40,30,28,4,-,Player1,2,1,0,FH,Topspin,3.1,-14.8,-1.8,1.7,In-Play,,
