Set,Player1_Sets,Player2_Sets,Game,Player1_Game,Player2_Game,Tiebreak,Player1_Score,Player2_Score,Point,Stroke_Number,Point_Winner,Player,Serving,BP,SP,Shot_Side,Shot_Type,X,Y,X2,Y2,Outcome,Remarks,Serve_Speed
4,1,2,13,6,6,1,1,6,275,3,1,Player1,1,0,1,BH,Topspin,-3.9,-11.6,2.5,9.5,Winner,,
4,1,2,13,6,6,1,2,6,276,1,,Player1,1,0,1,FH,1st Serve,1.2,-11,-3.2,4.4,In-Play,,169
4,1,2,13,6,6,1,2,6,276,2,,Player2,1,0,1,BH,Topspin,-6.9,14.7,0.1,-5.3,In-Play,,
4,1,2,13,6,6,1,2,6,276,3,,Player1,1,0,1,FH,Topspin,2.3,-10.2,2.3,10.7,In-Play,,
4,1,2,13,6,6,1,2,6,276,4,1,Player2,1,0,1,FH,Topspin,2.7,14.8,-5.2,-15.6,Forced-Error,,
4,1,2,13,6,6,1,3,6,277,1,,Player2,2,0,1,FH,1st Serve,1.3,11.3,-2.2,-5.2,In-Play,,176
4,1,2,13,6,6,1,3,6,277,2,1,Player1,2,0,1,FH,Topspin,-4.2,-14.1,3.5,11,Winner,,
4,1,2,13,6,6,1,4,6,278,1,,Player2,2,0,1,FH,1st Serve,-0.2,11.4,1.2,-5.5,In-Play,,172
4,1,2,13,6,6,1,4,6,278,2,,Player1,2,0,1,BH,Topspin,2,-14.7,-1.2,10.9,In-Play,,
4,1,2,13,6,6,1,4,6,278,3,,Player2,2,0,1,FH,Topspin,-1.4,13.8,-2.1,-9.5,In-Play,,
4,1,2,13,6,6,1,4,6,278,4,,Player1,2,0,1,BH,Topspin,-2.6,-13.7,1.8,10.5,In-Play,,
4,1,2,13,6,6,1,4,6,278,5,,Player2,2,0,1,FH,Topspin,2.6,13.7,-1.4,-7.3,In-Play,,
4,1,2,13,6,6,1,4,6,278,6,,Player1,2,0,1,BH,Topspin,-2.7,-12.9,-2.2,8.8,In-Play,,
4,1,2,13,6,6,1,4,6,278,7,,Player2,2,0,1,BH,Topspin,-2.4,13.7,-2.5,-9.2,In-Play,,
4,1,2,13,6,6,1,4,6,278,8,,Player1,2,0,1,BH,Topspin,-2.3,-12.9,-3.2,10,In-Play,,
4,1,2,13,6,6,1,4,6,278,9,,Player2,2,0,1,BH,Topspin,-3.2,13.6,3.2,-10.7,In-Play,Net-Cord,
4,1,2,13,6,6,1,4,6,278,10,,Player1,2,0,1,FH,Topspin,4.6,-13.8,-1.3,7.2,In-Play,,
4,1,2,13,6,6,1,4,6,278,11,,Player2,2,0,1,BH,Topspin,-2.4,12.6,-2.6,-7.9,In-Play,,
4,1,2,13,6,6,1,4,6,278,12,,Player1,2,0,1,BH,Topspin,-2.8,-14.6,1.3,6.3,In-Play,,
4,1,2,13,6,6,1,4,6,278,13,,Player2,2,0,1,FH,Topspin,2,12.6,-1.7,-7.6,In-Play,,
4,1,2,13,6,6,1,4,6,278,14,,Player1,2,0,1,BH,Topspin,-3.2,-13.5,1.6,6.3,In-Play,,
4,1,2,13,6,6,1,4,6,278,15,,Player2,2,0,1,FH,Topspin,3,12.9,-2.7,-9.7,In-Play,,
4,1,2,13,6,6,1,4,6,278,16,,Player1,2,0,1,BH,Topspin,-4.6,-13.9,-2.7,11.2,In-Play,,
4,1,2,13,6,6,1,4,6,278,17,,Player2,2,0,1,BH,Topspin,-2.4,13.6,3,-8.8,In-Play,,
4,1,2,13,6,6,1,4,6,278,18,,Player1,2,0,1,FH,Topspin,5.1,-14.6,-3.1,6.6,In-Play,,
4,1,2,13,6,6,1,4,6,278,19,2,Player2,2,0,1,BH,Topspin,-5.2,10.8,-2.7,-11.2,Winner,,
